instruction,input,output
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,[05:11] #utrecht #Follow us for more #free #Bitcoin #information.,Positive
Detect the sentiment of the tweet.,"฿ value over 3 months: --40.71%, ($-5767.99) [Currently  $8402.015] #bitcoin",Neutral
Detect the sentiment of the tweet.,Bitcoin value: $8459.92,Neutral
Detect the sentiment of the tweet.,@kiddiebeatz @itzhel_s everyone follow @MyBit_DApp. The next bitcoin.,Neutral
Detect the sentiment of the tweet.,This is the perfect time to go long $BCD large. Go #bitcoin,Positive
Detect the sentiment of the tweet.,@leket11 @XPCBogdansky @adamludwin Why couldn’t women have created bitcoin?,Neutral
Detect the sentiment of the tweet.,follow @MyBit_DApp. The next bitcoin.@marcelluswiley. Love your radio show since 2013 big homie.,Positive
Detect the sentiment of the tweet.,"Will be posting a $BTC #Bitcoin TA that I'm hoping will ease your worries.

Just gimme a second.

#Cryptocurrency 
#Blockchain",Neutral
Detect the sentiment of the tweet.,"@kl_arnoldas Bitcoin always recovers, patience is required",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@MrToxicCodes ?sooooo....its bitcoin?,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,I should have sold that bitcoin yday 😩,Neutral
Detect the sentiment of the tweet.,"Current Bitcoin Price = $9478.60 --- Includes Sum of Forks, Core $8449.00 (89.14%) + Cash $972.50 (10.26%) + Gold $57.10 (0.60%)",Neutral
Detect the sentiment of the tweet.,@josephkunzler Are you talking about bitcoin?,Neutral
Detect the sentiment of the tweet.,"The current price of Bitcoin is $8460.38.
The current price of BCash is $974.346, or 0.11559 BTC",Neutral
Detect the sentiment of the tweet.,‘I Don’t Think Bitcoin Will Last Forever’: NSA Whistleblower Edward Snowden #BitcoinNews #btc #ico,Neutral
Detect the sentiment of the tweet.,@roysebag @mene Yes I'll probably do it...  But I would had like to see rings and pendants with Bitcoin symbol!,Neutral
Detect the sentiment of the tweet.,@Sicarious_ An altcoin can not share the genesis block and be SHA256.  If it does then it’s an attempted bitcoin fork not an alt coin.,Neutral
Detect the sentiment of the tweet.,@mamawhale you can always pay in PBR. fuck Bitcoin,Negative
Detect the sentiment of the tweet.,The leading cause of heart attacks in 2018.. #Bitcoin,Neutral
Detect the sentiment of the tweet.,"14R382XrivAGwDgZkoFDMPq7dw7yFuAcBh

@georgesoros  send me bitcoin and i will vote for dnc",Neutral
Detect the sentiment of the tweet.,Two Hour Lull Update: CryptoCompare Bitcoin price: $8474.51 #bitcoin,Neutral
Detect the sentiment of the tweet.,"Bitcoin Cash BCH Current Price:
$974,346
1 Hour: 0.40 % | 24 Hours: -7.47 % | 7 Days: 5.42 %
#bch #bitcoin cash",Neutral
Detect the sentiment of the tweet.,#moneto This is a great project a specialized platform to provide loans in a fiatmoney on the security of Bitcoin. #crypto #blockchain #eth,Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,Bitcoin is ugly.,Negative
Detect the sentiment of the tweet.,"FINANCIAL INDICATORS:

$ trading at R11.8465

£ trading at R16.7185

€ trading at R14.6108

A Bitcoin costs R103420.00

Brent Crude $68.91",Negative
Detect the sentiment of the tweet.,"1 bitcoin = $8493.01 / 6893.351€
1 bitcoin-cash = $974.983 / 791.344€
1 ethereum = $522.317 / 423.938€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,@dahirdidit Pretty sure the arc already takes bitcoin :/,Positive
Detect the sentiment of the tweet.,@LukeDashjr @CobraBitcoin BTG is basically exactly what you’re proposing. A fork from bitcoin to change the mining algorithm,Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"@neontaster No, it’s like gold. Nations had borders back when gold was the world reserve currency. They can do the same with Bitcoin now.",Neutral
Detect the sentiment of the tweet.,#Bitcoin #ICO #Bounty #airdrop #gambling #mining #crypto #trading #ethereum #dogecoin #litecoin #altcoin Just #FollowMe and i will #FollowBa,Neutral
Detect the sentiment of the tweet.,@217zombie101 @CryptoCoinNewz Bitcoin 2.0,Neutral
Detect the sentiment of the tweet.,my future wife jus gave a dude a dry hand job at the thought of bitcoin plummeting meanwhile I'm out this bitch...,Negative
Detect the sentiment of the tweet.,@MagUra_Crypto @officialmcafee @wolfofwallst A scammer saying no future for bitcoin? Sounds legit.,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,Okay bitcoin broker. You a tough guy.,Positive
Detect the sentiment of the tweet.,@MKBHD I can creat for you just any website category you want for $100. I'll accept #bitcoin #ethereum  and #PayPal.,Neutral
Detect the sentiment of the tweet.,Time to discuss Bitcoin Hardware,Neutral
Detect the sentiment of the tweet.,Sha256 was rated as the most secure crypto algorithms. #Bitcoin uses that. It’s proven to be impenetrable and most secure crypto #cryptocon,Positive
Detect the sentiment of the tweet.,@nguyen_richy @BITCOlNCASH the 51℅ attack is only for double spending. Learn some bitcoin basics. Rules are imposed by the nodes.,Neutral
Detect the sentiment of the tweet.,bitcoin better fucking go up rn lol,Positive
Detect the sentiment of the tweet.,Bitcoin historic selloff below 795,Neutral
Detect the sentiment of the tweet.,Bitcoin historic selloff below 795,Neutral
Detect the sentiment of the tweet.,What the heck is a bitcoin,Neutral
Detect the sentiment of the tweet.,@SSethSL You gay if you use bitcoin,Positive
Detect the sentiment of the tweet.,"@derose @DavidFBailey @WayneVaughan @VinnyLingham @gyft Not only that, its very complex building apps on bitcoin...",Negative
Detect the sentiment of the tweet.,@koinexindia $NANO will shake the world upside down. It is the next BIGGEST thing after Bitcoin.,Negative
Detect the sentiment of the tweet.,Id go back and invest in apple and amazon and bitcoin. Delta too.,Neutral
Detect the sentiment of the tweet.,"Bitcoin:$8498.22
Ethereum:$522.921
Bitcoin Cash:$977.619
Litecoin:$159.751
Ripple:$0.642295
IOTA:$1.28287",Neutral
Detect the sentiment of the tweet.,One Bitcoin now worth $8429.98@bitstamp. High $9046.180. Low $8342.000. Market Cap $142.755 Billion #bitcoin,Positive
Detect the sentiment of the tweet.,"1 bitcoin = $8498.22 / 6897.58€
1 bitcoin-cash = $976.701 / 792.739€
1 ethereum = $522.51 / 424.095€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,"1 bitcoin = $8498.22 / 6897.58€
1 bitcoin-cash = $976.701 / 792.739€
1 ethereum = $522.51 / 424.095€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,@CalvinAyre Meal was paid for using bitcoin cash.,Neutral
Detect the sentiment of the tweet.,#EOS Price is 0.00079152 (+0.00000808) #BTC / 6.68708 (+0.11217) #USD. Market rank is 7. #eos #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#XEM Price is 0.00003324 (+0.00000008) #BTC / 0.280737 (+0.00243) #USD. Market rank is 13. #nem #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#ADA Price is 0.00002279 (+0.00000029) #BTC / 0.192533 (+0.00371) #USD. Market rank is 6. #cardano #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#DASH Price is 0.0481625 (-0.00009450) #BTC / 406.897 (+1.90500) #USD. Market rank is 11. #dash #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#SUB Price is 0.00004623 (+0.00000029) #BTC / 0.390468 (+0.00491) #USD. Market rank is 115. #substratum #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,@_adampagano_ U gay if you don’t buy drugs online with bitcoin,Positive
Detect the sentiment of the tweet.,"Hello humans, #Bitcoin is currently around $8498.22 as of Thu Mar 22 23:31:09 CDT 2018",Neutral
Detect the sentiment of the tweet.,Bitcoin value: $8452.6,Neutral
Detect the sentiment of the tweet.,"Fri Mar 23 05:31:49 2018 (37:20)
USD : 8437.36
Wght: 0.42
Blk#: 514762
Size: 1103.1 KB
TXs:  2741
Pool: 1234 (0.6 MB)
#bitcoin",Neutral
Detect the sentiment of the tweet.,@aelfblockchain maybe new bitcoin,Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@CalvinAyre That’s why I own bitcoin cash. These little kids disliking it validates it,Positive
Detect the sentiment of the tweet.,@andreuswolf Anything regarding bitcoin is like opening Pandora's Box.,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@CeliaPacquola just seen your article in @theage lets talk #bitcoin !!,Neutral
Detect the sentiment of the tweet.,"Bitcoin is consensual.

Fiat is force.",Neutral
Detect the sentiment of the tweet.,First #FF @EichenYogeswari @DailyMail @MileySmilerNews @Bitcoin @NiGHTS_official @SarahRyanHudson @BrandiKHOU @lorde @HannaZellers,Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@Bitcoin Stop the bcash propaganda!,Negative
Detect the sentiment of the tweet.,@JacaNews Why not have a whole different Crypto segment instead of including just Bitcoin as single cryptocurrency ?,Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,The end game is a life in the photo of the city in my twitter header. #cryptolife #Cryptocurrency #FinancialFreedom #Bitcoin,Negative
Detect the sentiment of the tweet.,@alminibach Are u saying that investing all ur life savings in bitcoin is a bad idea?!?!,Negative
Detect the sentiment of the tweet.,Get FUDcked #bitcoin,Neutral
Detect the sentiment of the tweet.,@SSethSL Do a lot of drug dealers accept bitcoin these days,Neutral
Detect the sentiment of the tweet.,"Bitcoin ""once you get in, you cant get enough. It's like digital crack"" #bitcointrading #bitcoinschool #whatisbitcoin",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. test 2 : @slidecoin , spam or legit",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,My twitter header is the end game #lifegoals #cryptolife #Cryptocurrency #Bitcoin #FinancialFreedom,Negative
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"#Poll #Crypto #bitcoin #ltc #litecoin 

How often do you check how your coins are doing?",Neutral
Detect the sentiment of the tweet.,"1 bitcoin = $8475.55 / 6879.18€
1 bitcoin-cash = $975.635 / 791.874€
1 ethereum = $521.277 / 423.094€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@aelfblockchain Blockchain is the tech. Bitcoin is merely the first mainstream manifestation of its potential.” - Marc Kenigsberg,Negative
Detect the sentiment of the tweet.,@aelfblockchain Bitcoin is unstoppable.” - Roger Ver aka “Bitcoin Jesus” Voluntaryist,Neutral
Detect the sentiment of the tweet.,"฿ value over 3 months: --40.37%, ($-5720.01) [Currently  $8449.995] #bitcoin",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,#bitcoin is like the better technology in a backup role waiting for the primary to fail🔥,Positive
Detect the sentiment of the tweet.,"Fri Mar 23 05:42:31 2018 (10:42)
USD : 8429.77
Wght: 0.42
Blk#: 514763
Size: 1050.2 KB
TXs:  2243
Pool: 14 (0.1 MB)
#bitcoin",Neutral
Detect the sentiment of the tweet.,"@Altcoinbuzzio Currently Bitcoin, Ethereum, and Litecoin in my opinion",Neutral
Detect the sentiment of the tweet.,New #bitcoin block 0000000000000000003b8101bed05b189c7d6522a0da5e0add0eb5c562e27838 mined at height 514763.,Positive
Detect the sentiment of the tweet.,@derekmagill @ryanxcharles @YoursOrg @Satoshis_Vision Bitcoin Cash #1,Neutral
Detect the sentiment of the tweet.,"I wonder if the #POTUS has #bitcoin, looks like #tariffs could make #Crypto ... great again🔥",Positive
Detect the sentiment of the tweet.,"""Ads suck. Let's use Bitcoin Cash instead."" - @ryanxcharles @YoursOrg at @Satoshis_Vision",Neutral
Detect the sentiment of the tweet.,@Yorkyor30444439 Bitcoin with the fork-athon of 2017 during the last trimester was a perfect example of this.,Positive
Detect the sentiment of the tweet.,@PhilakoneCrypto why always assume parallel with bitcoin?,Neutral
Detect the sentiment of the tweet.,"@martin_kj @TeaPainUSA @materia1wor1d @GeeJustG Yeah - Bitcoin, drugs - maybe they finally nailed ""Satoshi Nakamoto"".",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"morning 
bitcoin",Neutral
Detect the sentiment of the tweet.,"Optimal tx fee: 0 satoshi per byte. 
BTC : $8425 / €6830 / £5967 @ Block 514762. 
Market Cap: 143.22B USD. #Bitcoin #Market",Neutral
Detect the sentiment of the tweet.,@alexfarncomb @tabcomau Money? I thought you'd be using your Bitcoin,Neutral
Detect the sentiment of the tweet.,@SilviuMajor @Lowmehlee What’s that in bitcoin 2gen,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,.@elonmusk I was there since the early days (6M followers). where is my Bitcoin?,Positive
Detect the sentiment of the tweet.,"""Why Bitcoin Cash? It works today and it has the best chance to keep working tomorrow."" - @ryanxcharles @YoursOrg @Satoshis_Vision",Positive
Detect the sentiment of the tweet.,"1 bitcoin = $8474.65 / 6878.449€
1 bitcoin-cash = $975.691 / 791.919€
1 ethereum = $521.114 / 422.962€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,"@Hunting_Rabbits If there was consensus, would the Bitcoin community have split into different factions?",Neutral
Detect the sentiment of the tweet.,"Bitcoin needs some whale action, or we we’ll be seeing some new lows shortly!",Positive
Detect the sentiment of the tweet.,Bitcoin value: $8406.73,Neutral
Detect the sentiment of the tweet.,Do you guys realise that we are part of a revolution called cryptocurency? #JACKMAtE #Bitcoin #CryptoCurrency #Altcoins,Neutral
Detect the sentiment of the tweet.,"Most underappreciated characterisric of Bitcoin:

1) Anonymous Founder
2) Limited Supply",Positive
Detect the sentiment of the tweet.,"Jay and Dan highlights from episode 126 on SC:

Photos of an announcer
Hey Jack
Bark in the park night
Bitcoin investing

#JayandDan",Neutral
Detect the sentiment of the tweet.,"THE MOST INNOVATIVE AND LUCRATIVE WAY TO EARN BITCOIN
JOIN BITCLUB NETWORK!!!",Positive
Detect the sentiment of the tweet.,Every friday is bitcoin day,Neutral
Detect the sentiment of the tweet.,@Crym89s @veIvetines Yeap and buying bitcoin at .006 cents,Neutral
Detect the sentiment of the tweet.,"฿ value over 1 year: +766.32%, (+$7453.27) [Currently  $8425.875] #bitcoin",Neutral
Detect the sentiment of the tweet.,"Fri Mar 23 05:56:25 2018 (13:54)
USD : 8420.81
Wght: 0.42
Blk#: 514764
Size: 839.2 KB
TXs:  1398
Pool: 97 (0.1 MB)
#bitcoin",Neutral
Detect the sentiment of the tweet.,New #bitcoin block 0000000000000000004cdb6d6e08435c5fbb306130c6af2b50ce9815ae2e6f1d mined at height 514764.,Positive
Detect the sentiment of the tweet.,ICE Agency Charges Payza and Two Canadian Citizens With Bitcoin Money Laundering...,Neutral
Detect the sentiment of the tweet.,@kevincosandey Do you accept bitcoin?,Neutral
Detect the sentiment of the tweet.,"""The way to make Bitcoin Cash mainstream is to make it easy for anyone to earn Bitcoin Cash."" @ryanxcharles @YoursOrg @Satoshis_Vision",Positive
Detect the sentiment of the tweet.,Dutch Court Finds Bitcoin A Legitimate “Transferable Value”...,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,Valores | dolar R$3.3019 | BITCOIN(MCDTBC) R$30397.35997000 | BITCOIN(BLCHAIN) R$27928.02 | LITECOIN(MCDTBC) R$575.99995000,Neutral
Detect the sentiment of the tweet.,"1 BTC is 
 INR   548,843 or
 USD   8,421 or
 GBP   5,964 or
 EUR   6,827

 #Bitcoin #BitcoinPrice",Neutral
Detect the sentiment of the tweet.,"This just in: Bitcoin is rising!
Current Rate: 8419.37 USD = 1 BTC",Neutral
Detect the sentiment of the tweet.,"Mar 22, 2018 10:00PM #Bitcoin Price:
USD 8657.47 | EUR 7029.56 | JPY 921267.14",Neutral
Detect the sentiment of the tweet.,"@ #1, Bitcoin with unit price of $8,460.33, market cap of $143,271,559,909 (44.33%), and 24 hr vol. of $5,515,150,000 (37.68%)",Neutral
Detect the sentiment of the tweet.,"Bitcoin - BTC
Price: $8,460.33
Change in 1h: +0.14%
Market cap: $143,271,559,909.00
Ranking: 1
#Bitcoin #BTC",Neutral
Detect the sentiment of the tweet.,"Bitcoin:$8460.33
Ethereum:$520.325
Bitcoin Cash:$973.61
Litecoin:$159.12
Ripple:$0.637725
IOTA:$1.27707",Neutral
Detect the sentiment of the tweet.,Current BTC Dominance: 44.29% #Bitcoin #Altcoin #Cryptocurrency,Neutral
Detect the sentiment of the tweet.,"Average Bitcoin market price is: USD 8,419.37, EUR 6,824.96",Negative
Detect the sentiment of the tweet.,"1 bitcoin = $8451.41 / 6859.586€
1 bitcoin-cash = $972.688 / 789.482€
1 ethereum = $518.784 / 421.071€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,Women don't want a nigga buying them flowers anymore. They want shit like bitcoin or just give them money.,Negative
Detect the sentiment of the tweet.,"1 bitcoin = $8451.41 / 6859.586€
1 bitcoin-cash = $972.688 / 789.482€
1 ethereum = $518.784 / 421.071€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,"#Bitcoin 24Hour High/Low:
High: $9,402.26
Low: $8,878.77",Positive
Detect the sentiment of the tweet.,"You can't kill Bitcoin

-@APompliano",Neutral
Detect the sentiment of the tweet.,"1 #BTC (#Bitcoin) quotes:
$8411.04/$8418.50 #Bitstamp
$8402.15/$8412.18 #Kraken
⇢$-16.35/$1.14
$8369.99/$8455.38 #Coinbase
⇢$-48.51/$44.34",Neutral
Detect the sentiment of the tweet.,Top 6 BTC/USD Exchange Orderbooks: Resistance til $8700:$29.4M; Support til $8200:$38.7M $BTC $BTCUSD #bitcoin #orderbook #crypto #finance,Positive
Detect the sentiment of the tweet.,Current price of Bitcoin is $8412.05 “Like” if thats good for you and “retweet” if thats not good for you #bitcoin #btc #bitcoinprice,Positive
Detect the sentiment of the tweet.,#EOS Price is 0.00078324 (-0.00000828) #BTC / 6.59819 (-0.08889) #USD. Market rank is 7. #eos #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#SUB Price is 0.00004597 (-0.00000026) #BTC / 0.386025 (-0.00444) #USD. Market rank is 116. #substratum #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#DASH Price is 0.0476288 (-0.00053370) #BTC / 399.923 (-6.97400) #USD. Market rank is 12. #dash #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,"BTC hourly update
$8430.99    |    +0.0015%📈
$BTC #BTCUSD #Bitcoin",Neutral
Detect the sentiment of the tweet.,#ADA Price is 0.00002272 (-0.00000007) #BTC / 0.190783 (-0.00175) #USD. Market rank is 6. #cardano #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#XEM Price is 0.00003306 (-0.00000018) #BTC / 0.277553 (-0.00318) #USD. Market rank is 13. #nem #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,Sshhh dont tell anyone but #Bitcoin is $8412.05 right now. Ok back to sleep zzzzz,Positive
Detect the sentiment of the tweet.,@DavidDagan @CherylPreheim @deray @11AliveNews No! The incredibly specific amount of $51k in bitcoin please and thank you.,Neutral
Detect the sentiment of the tweet.,"#Bitcoin $8,417.21 v #BitcoinCash $971.24 (BTC/BCH 8.7), Avg Transaction fee for #Bitcoin ~$1.32 v #BitcoinCash ~$0.10 - 2018/03/23 14:00JST",Neutral
Detect the sentiment of the tweet.,📣 Bitcoin is $8412.06 $BTC,Neutral
Detect the sentiment of the tweet.,8412.06$ for #bitcoin now,Neutral
Detect the sentiment of the tweet.,"@zebpay Next Bitcoin is The Champcoin (TCC)
India's First &amp; No1 CryptoCurrency...",Positive
Detect the sentiment of the tweet.,Bitcoin 8412.06 $,Neutral
Detect the sentiment of the tweet.,Current price of #Bitcoin is $8412.06,Neutral
Detect the sentiment of the tweet.,@mindstatex @SheriUcar #Bitcoin(BCH) is the KING of the Crypto Currencies.,Neutral
Detect the sentiment of the tweet.,#Bitcoin Price 8412.06 USD via Chain,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@allcharmngrace @clairlemon @MarkYusko @iammarkcarnegie How do you short bitcoin?,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,Current price of Bitcoin is $8412.06.,Neutral
Detect the sentiment of the tweet.,Current price of Bitcoin is $8412.06 “Like” if thats good for you and “retweet” if thats not good for you #bitcoin #btc #bitcoinprice,Positive
Detect the sentiment of the tweet.,Current price of Bitcoin is $8412.06,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@AlanMCole Bitcoin is still in the early adopter phase,Positive
Detect the sentiment of the tweet.,@yahaya_aminu Ditcoin is  very good currency I love ditcoin my future Bitcoin my dream ditcoin,Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@Bitcoin This is a bcash promote account. Attention.,Neutral
Detect the sentiment of the tweet.,@bethereumteam Betherum coin is very good coin and next bitcoin.,Positive
Detect the sentiment of the tweet.,"@CNBC Bitcoin, the money of the New World Order!!",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"It's your boy, Ms.   slayer that loves talking about Bitcoin",Neutral
Detect the sentiment of the tweet.,"Can someone tell me exactly why Bitcoin Gold is valued @ $60, does anyone use this for anything?",Positive
Detect the sentiment of the tweet.,BTC $8460.33 Up +$16.22 +0.19% in the last hour #bitcoin #bitsmart,Neutral
Detect the sentiment of the tweet.,"@pierre_rochard centralized currencies, digital or not are printed by the government, Bitcoin isn't.",Neutral
Detect the sentiment of the tweet.,@MashaT22 @coinbase @Bitcoin I’m trying to find out about Bitcoin. Can you offer information,Neutral
Detect the sentiment of the tweet.,"Bitcoin BTC Current Price:
$8.451,410
1 Hour: - | 24 Hours: -6.58 % | 7 Days: 2.98 %
#btc #bitcoin",Neutral
Detect the sentiment of the tweet.,"1 bitcoin = $8436.79 / 6847.72€
1 bitcoin-cash = $970.839 / 787.981€
1 ethereum = $516.277 / 419.036€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,@_Kevin_Pham What if #bitcoin is #fightclub and #Satoshi is tyler durden and craig is Edward Norton,Neutral
Detect the sentiment of the tweet.,"@Cylinders_io Great project, impressive level! 
#CCA #ICO #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale",Positive
Detect the sentiment of the tweet.,@zebpay TCC (the champcoin) is best crypto currency i love #tcc #bitcoin #BTC #xrp,Positive
Detect the sentiment of the tweet.,"฿ value over 3 months: --40.63%, ($-5757.95) [Currently  $8412.055] #bitcoin",Neutral
Detect the sentiment of the tweet.,Bitcoin value: $8420.94,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@emiliakraft My last sugar baby invested my sugar into bitcoin lmao,Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@stephanlivera @pierre_rochard Unix Philosophy is timeless.  Bitcoin and *nix are like milk and cookies.,Neutral
Detect the sentiment of the tweet.,"""You have to be willing to accept some risk in your Bitcoin transactions in order to scale it globally."" - @VinnyLingham @Satoshis_Vision",Positive
Detect the sentiment of the tweet.,@JohnLoveTheKing Facts and bitcoin LoL,Positive
Detect the sentiment of the tweet.,I just won free 15 satoshi from WeLoveBitcoin 😍 #bitcoin #faucet #satoshi #freebitcoin @welovefaucet,Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@zerohedge China bitcoin and pedophilia seem to be competing for first to kill the dollar.,Positive
Detect the sentiment of the tweet.,"@PhilakoneCrypto in deleted video you say ""always assume parallel with bitcoin"" why and what's the significance?",Neutral
Detect the sentiment of the tweet.,"@twobitidiot I like the idea, but what country uses Bitcoin as a reserve currency?",Neutral
Detect the sentiment of the tweet.,"Current Bitcoin Price = $9423.79 --- Includes Sum of Forks, Core $8399.00 (89.13%) + Cash $967.36 (10.27%) + Gold $57.43 (0.61%)",Neutral
Detect the sentiment of the tweet.,"""Bitcoin Core is starting to look somewhat like a pyramid scheme."" - @ryanxcharles",Neutral
Detect the sentiment of the tweet.,"The current price of Bitcoin is $8436.79.
The current price of BCash is $970.839, or 0.115725 BTC",Neutral
Detect the sentiment of the tweet.,@RealMattCouch Do you accept bitcoin...serious question,Neutral
